Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,Operations
1733276,4-Jul-20,Florida,Lecanto,W Rolling View Place and W Southern St,0,1,N/A
1733278,4-Jul-20,Florida,Homosassa Springs,W Rolling View Pl,0,1,N/A
1724110,3-Jul-20,Massachusetts,Braintree,250 Granite St,0,1,N/A
1722475,30-Jun-20,Ohio,Columbus,1594 Kohr Pl,0,1,N/A
2191224,29-Jun-20,Virginia,Winchester,1200 block of Amy Ave,0,2,N/A
1719975,29-Jun-20,Wisconsin,Milwaukee,2200 block of N 12th St,0,2,N/A
1720189,28-Jun-20,Minnesota,Rochester,2800 block of Northern Valley Dr NE,0,1,N/A
1719264,27-Jun-20,Louisiana,New Orleans,5400 block of Florida Ave,0,1,N/A
1717139,26-Jun-20,Florida,Miami,NW 14th Place,0,1,N/A
1718824,26-Jun-20,Michigan,Detroit,16400 block of Hartwell St,0,1,N/A
1716953,25-Jun-20,New York,New York (Manhattan),E 102nd St and Park Ave,0,2,N/A
1716830,24-Jun-20,Michigan,Kalamazoo,Ogden Ave and Douglas Ave,0,2,N/A
1716880,23-Jun-20,Oklahoma,Ardmore,2021 Choctaw St NW,0,1,N/A
1715423,22-Jun-20,Illinois,Willowbrook (Burr Ridge),IL-83 and Honeysuckle Rose Ln,0,1,N/A
1711372,20-Jun-20,Illinois,Chicago,1000 block of N LeClaire Ave,1,2,N/A
1716070,19-Jun-20,California,Turlock,4100 block of Summerfield Dr,0,1,N/A
1708253,17-Jun-20,Wisconsin,Milwaukee,E Burleigh St and N Achilles St,0,1,N/A
1707892,15-Jun-20,Ohio,Canton,2600 Harvard Ave NE,0,1,N/A
1707608,15-Jun-20,Idaho,Nampa,2600 block of S Stonehedge Dr,0,1,N/A
1703906,12-Jun-20,Tennessee,Chattanooga,1608 Sunray Dr,0,1,N/A
1702944,11-Jun-20,Indiana,Goshen,300 block of S 10th St,0,3,N/A
1703055,11-Jun-20,Texas,Houston,5840 Glenmont Dr,2,4,N/A
1702018,10-Jun-20,Tennessee,Memphis,4130 Kirby Pkwy,1,2,N/A
1699685,8-Jun-20,Texas,San Antonio,4000 Indian Sunrise,0,1,N/A
1717116,7-Jun-20,Florida,Okeechobee,NE 11th St,0,1,N/A
1699426,7-Jun-20,Ohio,Columbus,1700 block of Elaine Rd,0,1,N/A
1695641,2-Jun-20,Wisconsin,Milwaukee,2900 block of N 38th St,0,1,N/A
1695586,2-Jun-20,Wisconsin,Racine,Kewaunee St and Michigan Blvd,0,5,N/A
1694026,31-May-20,California,Eureka,3800 block of H St,0,1,N/A
1689887,26-May-20,Arkansas,West Memphis,501 S Avalon St,0,1,N/A
1689467,26-May-20,Illinois,Chicago,200 block of W Pershing Rd,0,3,N/A
1687965,25-May-20,West Virginia,Bluefield,300 block of Union St,0,1,N/A
1690289,24-May-20,Illinois,Kankakee,E Chestnut St and N Evergreen Ave,0,1,N/A
1686705,22-May-20,Louisiana,Violet,2900 block of Daniel Dr,0,1,N/A
1686042,22-May-20,Florida,Saint Petersburg,4999 49th St North,0,1,N/A
1685292,19-May-20,Texas,San Antonio,100 block of Emerald Ash,0,1,N/A
1682253,17-May-20,Georgia,Griffin,500 block of Hallyburton St,0,1,N/A
1679294,14-May-20,Illinois,Chicago,5331 S Calumet Ave,0,1,N/A
1678553,12-May-20,North Carolina,Charlotte,N/A,0,1,N/A
1676515,10-May-20,Louisiana,Baton Rouge,2944 Plank Rd,0,5,N/A
1677052,10-May-20,Minnesota,Brainerd,11000 block of Bonnie Rd,0,1,N/A
1676349,9-May-20,Louisiana,New Iberia,400 block of Silver St,1,2,N/A
1675665,7-May-20,South Carolina,Bowman,Center St,0,1,N/A
1675033,7-May-20,Delaware,Wilmington,600 block of Maryland Ave,0,1,N/A
1675016,7-May-20,Alabama,Auburn,889 Lunsford Dr,0,1,N/A
1671100,3-May-20,Florida,Jacksonville,5202 La Ventura Dr E,0,1,N/A
1671603,2-May-20,Texas,Mission,FM 676 and Western Rd,0,1,N/A
1669570,30-Apr-20,Virginia,Richmond,10200 block of Ronaldton Rd,0,1,N/A
1668887,29-Apr-20,Arizona,Phoenix,4139 E McDowell Rd,0,1,N/A
1667753,27-Apr-20,Indiana,Fort Wayne,4100 block of S Harrison St,0,1,N/A
1664628,23-Apr-20,Florida,Jacksonville,Confederate Point Rd,0,1,N/A
1664671,23-Apr-20,Florida,Tampa,12000 block of Spicer Pl,0,2,N/A
1665550,22-Apr-20,Missouri,Shannon (county),N/A,0,1,N/A
1663475,20-Apr-20,North Carolina,Jones (county),N/A,0,1,N/A
1661516,17-Apr-20,California,Sacramento,Somerset Dr and Todhunter Ave,1,1,N/A
1661007,17-Apr-20,Alabama,Fairhope,Founders Dr,0,1,N/A
1661609,17-Apr-20,Louisiana,Jeanerette,600 block of Kern St,0,1,N/A
1660791,16-Apr-20,North Carolina,Macon (county),N/A,0,1,N/A
1658703,12-Apr-20,Tennessee,Lafayette,Perrigo Lane,0,1,N/A
1655454,9-Apr-20,Illinois,Chicago,945 W Belmont Ave,0,2,N/A
1653291,6-Apr-20,Mississippi,Vicksburg,200 block of Demby Dr,0,1,N/A
1653623,6-Apr-20,Texas,Fort Worth,812 East Felix St,0,2,N/A
1653524,5-Apr-20,West Virginia,Martinsburg,Ridge Rd S,0,1,N/A
1653098,4-Apr-20,Virginia,Craigsville,200 block of Lehigh Rd,0,1,N/A
1648398,29-Mar-20,Texas,Cleveland,100 block of CR 3560,0,1,N/A
1647814,28-Mar-20,Illinois,Chicago,2700 W Peterson Ave,0,1,N/A
1646180,26-Mar-20,Florida,Jacksonville,5020 Cleveland Rd,0,1,N/A
1644156,22-Mar-20,Illinois,Chicago,N/A,0,1,N/A
1643996,22-Mar-20,New York,Brooklyn,Park Ave and N Portland Ave,0,2,N/A
1642127,18-Mar-20,Connecticut,New Haven,Bouchet Lane,0,1,N/A
1641292,17-Mar-20,Oregon,Springfield,4900 block of Bluebelle Way,0,1,N/A
1640722,15-Mar-20,Ohio,Columbus,Station Rd,0,1,N/A
1639849,14-Mar-20,Florida,Jacksonville,10500 Block of Tulsa Rd,1,1,N/A
1659269,13-Mar-20,Florida,Brandon,N/A,0,1,N/A
1636833,9-Mar-20,Arizona,Phoenix (Laveen Village),6813 S 43rd Dr,1,0,N/A
1636881,9-Mar-20,Michigan,Pontiac,Bagley St and Arthur Ave,0,1,N/A
1636193,8-Mar-20,Tennessee,Cordova,7100 block of Charlton Way,0,1,N/A
1635570,7-Mar-20,New Mexico,Albuquerque,1700 block of Rayo Del Sol Dr SW,0,4,N/A
1635607,6-Mar-20,California,Escondido,N/A,0,1,N/A
1633827,4-Mar-20,California,Rialto,200 block of E Randall Ave,1,2,N/A
1632813,2-Mar-20,Oregon,Portland,6600 block of NE Tillamook St,0,2,N/A
1633558,2-Mar-20,Florida,Vero Beach,3980 King Pl,0,1,N/A
1632731,2-Mar-20,California,Vista,300 block of Paseo Marguerita,0,1,N/A
1629042,25-Feb-20,Illinois,Chicago,1238 E 79th St,1,4,N/A
1627990,24-Feb-20,Texas,Houston,4600 block of W 34th St,0,1,N/A
1626863,22-Feb-20,Tennessee,Nashville,2000 block of Albion St,0,1,N/A
1624606,19-Feb-20,Pennsylvania,Philadelphia,1041 W Thompson St,1,3,N/A
1624705,19-Feb-20,Ohio,Cincinnati,7617 Reading Rd,0,3,N/A
1624073,18-Feb-20,New York,Collins,Main St,0,1,N/A
1623104,15-Feb-20,Kentucky,Paducah,N/A,0,1,N/A
1622789,15-Feb-20,Missouri,Saint Louis,3400 block of Indiana Ave,0,1,N/A
1675445,15-Feb-20,Texas,North Richland Hills,Willowcrest Dr,0,1,N/A
1622312,15-Feb-20,Illinois,Chicago,W 24th St and S Troy St,0,1,N/A
1622267,15-Feb-20,North Carolina,Benson,S Market St and Chicopee Rd,0,1,N/A
1621865,14-Feb-20,Georgia,Atlanta (East Point),3650 Marketplace Boulevard,0,3,N/A
1621830,14-Feb-20,Illinois,Chicago,4700 S Forrestville Ave,0,2,N/A
1621120,13-Feb-20,Oregon,Klamath Falls,8245 OR-39,0,1,N/A
1620757,11-Feb-20,Texas,San Antonio,5919 W Commerce,0,1,N/A
1619396,11-Feb-20,Tennessee,La Follette,2245 Jacksboro Pike,0,1,N/A
1617203,7-Feb-20,Alabama,Fairfield,300 block of 67th St,0,1,N/A
1614922,5-Feb-20,Illinois,Woodridge,3300 block of 83rd St,0,1,N/A
1616126,5-Feb-20,Florida,Fort Myers,3711 Nelson Tillis Blvd,0,1,N/A
1615618,5-Feb-20,Virginia,Montross,100 block of Santa Cruz Rd,0,3,N/A
1614679,4-Feb-20,Utah,Salt Lake City,N/A,0,1,N/A
1614438,4-Feb-20,Texas,Beaumont,19000 block of Burrell-Wingate Rd,0,1,N/A
1612585,2-Feb-20,Louisiana,Opelousas,N/A,0,2,N/A
1612518,1-Feb-20,Louisiana,Shreveport,3100 block of Hollywood Ave,0,1,N/A
1610538,31-Jan-20,Michigan,Grand Rapids,1300 block of N White St NW,0,1,N/A
1607881,28-Jan-20,New York,Corona (Queens),NY-25B and 229th St,0,1,N/A
1608192,28-Jan-20,Illinois,Springfield,1500 block of N Patton Ave,0,1,N/A
1607374,27-Jan-20,Missouri,Saint Louis,3900 Holly Hills Blvd,0,1,N/A
1605015,24-Jan-20,North Carolina,Wilson,817 Rountree St NE,0,1,N/A
1604452,23-Jan-20,New York,Bronx,Hughes Ave and E 179th St,0,2,N/A
1602081,21-Jan-20,West Virginia,Charleston,N/A,0,1,N/A
1601558,20-Jan-20,Nevada,Reno,1611 Wedekind Rd,0,1,N/A
1600681,19-Jan-20,Iowa,Des Moines,1300 block of 8th St,0,1,N/A
1602855,17-Jan-20,South Carolina,Columbia,8700 block of Windsor Lake Blvd,0,1,N/A
1598845,16-Jan-20,Delaware,Wilmington,400 block of Queen St,0,1,N/A
1602599,12-Jan-20,Mississippi,Meridian,2100 block of 25th Ave,0,1,N/A
1592976,9-Jan-20,Texas,Houston,12510 S Green Dr,0,1,N/A
1593508,9-Jan-20,Mississippi,Gulfport,N Wilson Blvd,0,1,N/A
1592140,8-Jan-20,Indiana,Indianapolis,4015 Windhill Dr,0,1,N/A
1592797,7-Jan-20,Florida,Daytona Beach,N/A,0,1,N/A
1590688,7-Jan-20,West Virginia,Lewisburg,Brush Rd and US-219,0,1,N/A
1591354,7-Jan-20,Texas,Houston,Perry Rd and Cypress N Houston Rd,0,1,N/A
1589915,6-Jan-20,New Mexico,Belen (Rio Communities),Logan St,0,1,N/A
1591708,4-Jan-20,Ohio,Columbus,2701 Glenbriar St,0,2,N/A
1588560,4-Jan-20,Texas,Vidor,Old Spanish Trail and Polly St,0,1,N/A
1587401,2-Jan-20,New York,Plainview,Benmore Ct,0,1,N/A
1587560,2-Jan-20,Indiana,East Chicago,4800 block of Walsh Ave,0,1,N/A
1587449,2-Jan-20,Iowa,Council Bluffs,2300 block of Ave F,0,1,N/A
1587429,2-Jan-20,Indiana,Indianapolis,2700 block of Chamberlin Dr,0,1,N/A
1584998,31-Dec-19,Tennessee,Memphis,4400 block of Castle Heights Dr,0,1,N/A
1585976,31-Dec-19,Michigan,Detroit,8900 block of Whitcomb,0,1,N/A
1582731,28-Dec-19,Virginia,Lynchburg,621 Gum St,1,1,N/A
1582010,28-Dec-19,Alabama,Tuscaloosa,6701 Alabama Hwy 69 S,0,1,N/A
1580276,25-Dec-19,Pennsylvania,Johnstown,200 block of Dupont St,0,1,N/A
1579962,25-Dec-19,Nevada,Las Vegas,N Sloan Ln and Las Vegas Blvd N,0,2,N/A
1578832,23-Dec-19,Ohio,Franklin (Carlisle),300 block of Martz-Paulin Rd,0,1,N/A
1578388,22-Dec-19,Utah,Ogden,2900 Pingree Ave,0,1,N/A
1578016,22-Dec-19,Arkansas,West Memphis,800 block of Walnut Dr,0,1,N/A
1578055,22-Dec-19,Florida,Hernando,N Blue Bream Terrace,0,1,N/A
1577347,21-Dec-19,Louisiana,Lake Charles,Brentwood St and Tennessee St,1,0,N/A
1577165,21-Dec-19,District of Columbia,Washington,1400 block of Madison St NW,0,2,N/A
1572962,15-Dec-19,Michigan,Pontiac,90 block of Cadillac St,0,1,N/A
1572606,14-Dec-19,Delaware,Wilmington,100 block of N Harrison St,0,1,N/A
1571413,13-Dec-19,Virginia,Norfolk,322 Shirley Ave,0,1,N/A
1571069,12-Dec-19,Wisconsin,Menasha,300 block of Oak St,0,1,N/A
1567088,7-Dec-19,Arizona,Phoenix,67th Ave and Van Buren St,0,1,N/A
1566471,6-Dec-19,California,Brentwood,5000 Balfour Rd,0,1,N/A
1564921,5-Dec-19,Georgia,Stone Mountain,5300 block of Kelleys Creek Dr,1,0,N/A
1563351,3-Dec-19,Indiana,Frankfort,900 block of N John St,0,1,N/A
1563707,2-Dec-19,Pennsylvania,Bristol,Lincoln Ave,0,1,N/A
1561734,1-Dec-19,Louisiana,New Orleans,700 block of Canal St,0,12,N/A
1560061,28-Nov-19,Illinois,Chicago,46 W 114th St,0,1,N/A
1559093,27-Nov-19,Virginia,Sandston,Algiers Dr,0,1,N/A
1558821,26-Nov-19,Texas,Austin,1200 block of E St Johns Ave,0,1,N/A
1562226,25-Nov-19,Georgia,Enigma,100 block of Enigma Turner Church Rd,0,1,N/A
1559808,25-Nov-19,Arkansas,Lonoke (county),N/A,0,1,N/A
1558657,25-Nov-19,Michigan,Dowagiac,508 Vineyard Place Dr,0,1,N/A
1556936,24-Nov-19,Wisconsin,Minong,Sleepy Eye Rd and Nancy Lake Rd,0,1,N/A
1556751,24-Nov-19,Illinois,Chicago,6108 S Carpenter St,0,2,N/A
1556951,23-Nov-19,New Mexico,Albuquerque,757 98th St SW,0,3,N/A
1555786,22-Nov-19,Florida,Jacksonville,4100 block of Philips Hwy,0,1,N/A
1554026,20-Nov-19,Michigan,Lansing,2558 E Jolly Rd,0,1,N/A
1553105,19-Nov-19,Illinois,Chicago,4318 W Irving Park Rd,1,2,N/A
1553692,19-Nov-19,Indiana,Evansville,S Weinbach Ave and Conlin Ave,0,1,N/A
1553704,18-Nov-19,Florida,Jacksonville,1200 block of McConihe St,0,1,N/A
1550932,17-Nov-19,Arizona,Phoenix,2200 block of E Taylor St,0,1,N/A
1550499,15-Nov-19,Texas,Fort Worth,Bonita Dr and Michigan Ave,0,1,N/A
1550035,14-Nov-19,Texas,San Antonio,8300 Villa Dr,0,2,N/A
1549478,14-Nov-19,Ohio,Columbus,1711 Penworth Dr,0,1,N/A
1713628,14-Nov-19,Texas,Killeen,4213 S Clear Creek Rd,0,1,N/A
1547117,11-Nov-19,Florida,Jacksonville,7200 Block of Zapata Dr,0,1,N/A
1547793,9-Nov-19,Missouri,O Fallon,2000 block of Collier Blvd,0,1,N/A
1545769,8-Nov-19,Louisiana,New Orleans,2100 block of N Rocheblave St,0,1,N/A
1542989,6-Nov-19,Tennessee,Antioch,Leo Ln,0,1,N/A
1540100,1-Nov-19,Louisiana,Kenner,4300 block of California Ave,0,1,N/A
1539036,31-Oct-19,Illinois,Chicago,3700 block of W 26th St,0,2,N/A
1542600,31-Oct-19,Washington,Wenatchee,600 block of Orondo Ave,0,1,N/A
1539599,31-Oct-19,Louisiana,Kenner,4305 California Ave,0,1,N/A
1536730,28-Oct-19,New York,Corona (Queens),161-2 89th Ave,0,1,N/A
1536162,27-Oct-19,Georgia,Stone Mountain,Post Road Terrace,0,1,N/A
1533833,24-Oct-19,Missouri,Saint Louis,5300 block of Wabada Ave,0,1,N/A
1532137,21-Oct-19,Florida,Hollywood,Hollywood Blvd,0,1,N/A
1531663,19-Oct-19,Florida,Greenwood,Applewhite St,0,1,N/A
1530444,18-Oct-19,Illinois,Chicago,1700 W Farwell Ave,0,1,N/A
1530127,18-Oct-19,Florida,Boynton Beach,1213 NW 4th St,1,1,N/A
1529037,17-Oct-19,Texas,Arlington,2034 Cliffside Dr,1,2,N/A
1528668,16-Oct-19,Illinois,Alsip,11110 S Cicero Ave,0,1,N/A
1528236,15-Oct-19,Indiana,Churubusco (Eel River),N County Rd 700 W and W County Rd 1025 N,0,1,N/A
1525136,11-Oct-19,California,Bakersfield,Centaur St,0,1,N/A
1520708,6-Oct-19,Ohio,Oxford,5201 College Corner Pike,0,1,N/A
1520255,5-Oct-19,Louisiana,New Orleans,2800 block of Palmyra St,0,1,N/A
1544923,5-Oct-19,Utah,Logan,N/A,0,1,N/A
1520945,3-Oct-19,Alabama,Madison,W River Landing Blvd,0,1,N/A
1518214,2-Oct-19,Washington,Federal Way,1900 block of SW 320th St,0,1,N/A
1518231,1-Oct-19,California,Stockton,400 block of Clay St,0,1,N/A
1516096,30-Sep-19,Virginia,Hampton,1600 block of Anne St,0,1,N/A
1515332,29-Sep-19,Nebraska,Omaha,3301 N 59th St,0,1,N/A
1510131,22-Sep-19,Virginia,Richmond,1200 block of N 1st St,0,1,N/A
1510433,22-Sep-19,Texas,San Antonio,1300 block of Alametos St,0,1,N/A
1508982,20-Sep-19,Wisconsin,Milwaukee,N 91st St and Appleton Ave,0,1,N/A
1617046,17-Sep-19,New York,Jefferson (county),N/A,0,1,N/A
1505397,16-Sep-19,California,Apple Valley,20000 block of Sitting Bull Rd,0,1,N/A
1504828,16-Sep-19,New Jersey,Trenton,250 Chambers St,1,1,N/A
1505270,15-Sep-19,Michigan,Saginaw,2100 block of Robinwood Ave,0,1,N/A
1500042,8-Sep-19,Florida,Tallahassee,700 Paul Russell Rd,0,1,N/A
1499526,7-Sep-19,Texas,San Antonio,17203 NW Military Hwy,0,1,N/A
1499151,7-Sep-19,Texas,Lake Jackson,100 block of Old Angleton Rd,0,1,N/A
1499619,7-Sep-19,Michigan,Detroit,17500 block of Avon,0,1,N/A
1497107,4-Sep-19,Michigan,Detroit,19200 block of Bentler St,0,1,N/A
1495009,2-Sep-19,Texas,Port Neches,2200 block of 4th St,0,1,N/A
1494523,2-Sep-19,Kentucky,Burnside,North Lake Dr and Dixie Bend Rd,0,1,N/A
1491862,30-Aug-19,Virginia,Newport News,32nd St and Wickham Ave,0,1,N/A
1491442,29-Aug-19,District of Columbia,Washington,700 block of 19th St NE,0,1,N/A
1489032,27-Aug-19,New York,Corona (Queens),Baisley Blvd,0,1,N/A
1490085,27-Aug-19,Tennessee,Memphis,2700 block of Browning Ave,0,1,N/A
1486099,23-Aug-19,Florida,Milton,Burke St,0,1,N/A
1485202,21-Aug-19,Pennsylvania,Mc Kees Rocks (Mckees Rocks),Bell Ave,0,2,N/A
1485281,21-Aug-19,Florida,Titusville,Yorkshire Dr,0,1,N/A
1484521,20-Aug-19,Illinois,Galesburg,160 N Chambers St,0,1,N/A
1484443,20-Aug-19,Pennsylvania,Mc Kees Rocks (Mckees Rocks),Locust St,0,2,N/A
1483511,19-Aug-19,Ohio,Cincinnati,500 block of Dutch Colony Dr,0,1,N/A
1482265,18-Aug-19,Wisconsin,Milwaukee,3800 block of W Roosevelt Dr,0,1,N/A
1483028,18-Aug-19,Kentucky,Lexington,Warnock St,0,1,N/A
1482391,17-Aug-19,Michigan,Muskegon,381 E Laketon Ave,1,0,N/A
1482179,17-Aug-19,Georgia,Atlanta,Claire Dr SE and Olive St SE,0,2,N/A
1482040,17-Aug-19,Kentucky,Lexington,Shropshire Ave and Goodloe St,0,1,N/A
1483872,15-Aug-19,South Carolina,Orangeburg,Russell St and Chestnut St,0,1,N/A
1478029,13-Aug-19,Kansas,Wichita,700 block of S Laura St,0,1,N/A
1476116,11-Aug-19,South Carolina,Columbia,900 block of Harden St,0,1,N/A
1474238,7-Aug-19,Louisiana,Houma,100 Chateau Ct,0,1,N/A
1469693,4-Aug-19,Indiana,Indianapolis,5701 Brill Rd,0,1,N/A
1467479,3-Aug-19,Alabama,Birmingham,4165 5th Ct N,0,1,N/A
1467205,2-Aug-19,Texas,San Antonio,12600 block of Scarsdale St,0,1,N/A
1466122,1-Aug-19,Michigan,Detroit,13701 E State Fair St,0,1,N/A
1464984,1-Aug-19,Virginia,Richmond,2300 block of Bethel St,0,1,N/A
1465943,1-Aug-19,Georgia,Midland,N/A,0,1,N/A
1464354,30-Jul-19,Wisconsin,Racine,11th St and Hilker Pl,0,1,N/A
1462736,28-Jul-19,Ohio,Sandusky,Maple Ave,0,1,N/A
1459218,26-Jul-19,Washington,Yakima,207 East N St,0,1,N/A
1458001,24-Jul-19,New York,Brooklyn,Herkimer St and St Andrew Pl,0,1,N/A
1457612,24-Jul-19,Virginia,Portsmouth,N/A,0,1,N/A
1457179,24-Jul-19,California,Pittsburg,Chesapeake Bay Dr,0,1,N/A
1457024,24-Jul-19,Oklahoma,Tulsa,48th St and N Peoria Ave,0,1,N/A
1454791,22-Jul-19,Minnesota,Waite Park,232 N 13th Ave,0,1,N/A
1455598,22-Jul-19,Indiana,South Bend,N/A,0,1,N/A
1452848,20-Jul-19,Virginia,Newport News,N/A,0,1,N/A
1451801,19-Jul-19,Kentucky,Louisville,3200 block of W Kentucky St,1,0,N/A
1452763,19-Jul-19,Texas,Waco (Bellmead),4022 E Harris St,0,1,N/A
1451409,18-Jul-19,New York,Albany,3rd St and Elizabeth St,0,1,N/A
1451185,18-Jul-19,Colorado,Aurora,3871 S Fraser St,0,2,N/A
1452560,16-Jul-19,Mississippi,New Albany,Lincoln St,0,1,N/A
1448226,13-Jul-19,Texas,San Angelo,1800 block of Greenwood St,0,1,N/A
1462538,13-Jul-19,Wisconsin,Racine,1100 block of Kewaunee St,0,1,N/A
1446662,12-Jul-19,Tennessee,Memphis,2119 E Alcy Rd,0,1,N/A
1446184,11-Jul-19,Louisiana,Church Point,N Martin Luther King Dr,0,1,N/A
1446077,10-Jul-19,California,Union City,Palmetto Dr and Butternut Court,0,1,N/A
1445233,10-Jul-19,Tennessee,Memphis,Frayser View Dr and Frayser Blvd,0,1,N/A
1444741,10-Jul-19,Texas,San Antonio,400 block McCauley Ave,0,1,N/A
1443587,9-Jul-19,Indiana,Marion,300 Block of W 3rd St,0,1,N/A
1441678,7-Jul-19,Illinois,Chicago,9500 block of S Calumet Ave,0,1,N/A
1440281,5-Jul-19,Texas,Houston,151 Greyfriar Dr,0,1,N/A
1439199,4-Jul-19,Texas,Houston,7500 block of S Gessner Rd,0,1,N/A
1438958,3-Jul-19,Alabama,Scottsboro,1900 block of AL-35,1,0,N/A
1437259,2-Jul-19,Arizona,Phoenix,W Southern Ave and S 19th Ave,0,1,N/A
1436811,1-Jul-19,Ohio,Cleveland,3800 block of E 186th St,0,1,N/A
1436615,1-Jul-19,Idaho,Montpelier,Georgetown Canyon Rd,0,1,N/A
1436805,1-Jul-19,Georgia,Warner Robins,200 block of Strawbridge Ln,0,1,N/A
1435947,30-Jun-19,Alabama,Owens Cross Roads,Cave Springs Rd,0,1,N/A
1435177,29-Jun-19,Virginia,Richmond,N/A,0,1,N/A
1434549,28-Jun-19,North Carolina,Randleman,309 Swain St,0,1,N/A
1434391,28-Jun-19,Louisiana,Lafayette,200 block of Hammond Rd,0,1,N/A
1432769,25-Jun-19,Missouri,Saint Louis,4415 Natural Bridge Ave,0,1,N/A
1430525,23-Jun-19,Tennessee,Elizabethton,Dan Cole Rd,0,1,N/A
1428558,22-Jun-19,Virginia,Richmond,Ambrose St,0,1,N/A
1425347,18-Jun-19,Alabama,Birmingham,600  Brussels Cir,0,2,N/A
1574431,15-Jun-19,Tennessee,Nashville,Vailview Dr,0,1,N/A
1422902,15-Jun-19,Virginia,Norfolk,1000 block of Pelham St,0,1,N/A
1424311,15-Jun-19,Kansas,Andover,400 block of W 10th St,0,1,N/A
1422669,14-Jun-19,Ohio,West Chester,9900 block of Thornwood Ct,0,1,N/A
1422635,14-Jun-19,Maryland,Baltimore,100 block of E Baltimore St,0,1,N/A
1420906,12-Jun-19,Ohio,Columbus,1700 block of Jermain Dr,0,1,N/A
1420820,11-Jun-19,Tennessee,Memphis,6700 block of Watergrove Dr,0,1,N/A
1420451,11-Jun-19,Wisconsin,Neenah,300 block of Stanley Ct,0,1,N/A
1420210,11-Jun-19,Tennessee,McKenzie,40 block of Euclid Ave,0,1,N/A
1420975,11-Jun-19,Mississippi,Jackson,3800 block of Douglas Ave,0,1,N/A
1419834,10-Jun-19,Mississippi,Horn Lake,Conrail Cir,1,1,N/A
1415323,6-Jun-19,Ohio,Columbus,40 block of W Welch Ave,1,1,N/A
1415172,5-Jun-19,Oklahoma,Tulsa,E Independence St and N Marion Ave,0,1,N/A
1412716,2-Jun-19,Wisconsin,Milwaukee,N 12th St and W Concordia Ave,0,2,N/A
1407022,27-May-19,Michigan,Detroit,10416 Lanark St,0,1,N/A
1405968,26-May-19,Pennsylvania,Hazleton,500 block of Walter St,0,1,N/A
1498914,26-May-19,Wisconsin,Polk (county),N/A,0,1,N/A
2516515,26-May-19,Illinois,Markham,N/A,0,1,N/A
1403956,23-May-19,Nevada,Pahrump,5000 block of Holly Street,0,1,N/A
1402125,22-May-19,Kentucky,London,Willie Cheek Rd,0,1,N/A
1401118,21-May-19,Kansas,Phillipsburg,N/A,0,1,N/A
1397747,16-May-19,New Jersey,Atlantic City,N/A,0,1,N/A
1396074,14-May-19,Wisconsin,Two Rivers,19th St and School St,0,1,N/A
1392543,11-May-19,Illinois,Champaign,1600 block of Hedge Rd,1,1,N/A
1396495,11-May-19,Texas,Woodsboro,Burton St,0,1,N/A
1391929,9-May-19,New Jersey,Jersey City,Van Nostrand Ave and Ocean Ave,0,1,N/A
1387125,4-May-19,Illinois,Venice,600 block of 3rd St,1,1,N/A
1388109,4-May-19,Ohio,Springfield,400 block of W High St,0,1,N/A
1386615,3-May-19,Delaware,New Castle (Wilmington Manor),50 block of McMullen Ave,0,1,N/A
1385868,2-May-19,North Carolina,Burlington,600 block of Center Ave,0,1,N/A
1383885,29-Apr-19,Oklahoma,Tulsa,440 S Lewis Ave,1,1,N/A
1383688,29-Apr-19,Tennessee,Jackson,100 block of Robin Ln,0,1,N/A
1386319,27-Apr-19,Georgia,Roswell,895 Woodstock Rd,0,1,N/A
1381838,27-Apr-19,Illinois,Chicago,8700 block of S Creiger Ave,0,1,N/A
1380079,25-Apr-19,Virginia,Newport News,500 block of Adams Dr,0,1,N/A
1379200,23-Apr-19,Florida,Sarasota,1200 Signal Pointe Cir,0,1,N/A
1378381,22-Apr-19,Pennsylvania,Braddock,600 block of 6th St,0,1,N/A
1377909,22-Apr-19,Ohio,Williamsburg,3100 block of Twin Bridges Rd,0,2,N/A
1376969,20-Apr-19,Wisconsin,Madison,600 block of E Johnson St,0,1,N/A
1376488,19-Apr-19,California,Fallbrook,900 block of Santa Margarita Rd,0,1,N/A
1376514,19-Apr-19,Texas,Madisonville,207 Tammye Lane,0,1,N/A
1376679,19-Apr-19,Indiana,Greencastle,N/A,0,2,N/A
1375679,18-Apr-19,Illinois,Chicago,100 block of E 133rd St,0,1,N/A
1364149,5-Apr-19,Utah,Salt Lake City (Murray),5669 S Commerce Dr,0,1,N/A
1359985,30-Mar-19,New York,Syracuse,116 Merriman Ave,1,1,N/A
1369444,27-Mar-19,North Carolina,Nebo,NC 226,0,1,N/A
1354219,23-Mar-19,Pennsylvania,Butler,300 Moraine Pointe Plaza,0,1,N/A
1353763,22-Mar-19,Texas,Katy,2800 Katy Hockley Cut Off Rd,0,1,N/A
1351345,20-Mar-19,Tennessee,Memphis,Kippley St,0,1,N/A
1349731,18-Mar-19,Georgia,Savannah,Alfred St and Lissner Ave,0,1,N/A
1347820,15-Mar-19,Ohio,Dayton,900 block of Ogden Rd,0,1,N/A
1347300,14-Mar-19,Washington,Spokane,N/A,0,1,N/A
1346497,13-Mar-19,Kentucky,Louisville,5500 block of Delmaria Way,0,1,N/A
1346571,13-Mar-19,Texas,Hearne,500 block of N San Jose St,0,1,N/A
